Elevation,MAP,PDQ,Surface T,NDVI,CEC,Clay,Soil C,pH
0.9852941176470589,0.6121323529411765,0.8525735294117647,0.85,0.5224264705882353,0.6867647058823529,0.6797794117647059,0.6860294117647059,0.44926470588235295
0.9290441176470589,0.6363970588235294,0.8525735294117647,0.7422794117647059,0.6294117647058823,0.6768382352941177,0.6595588235294118,0.6871323529411765,0.6941176470588235
0.9823529411764705,0.6621323529411764,0.8330882352941177,0.8113970588235294,0.6378676470588235,0.7018382352941176,0.6922794117647059,0.5926470588235294,0.5808823529411765
0.993014705882353,0.6551470588235294,0.7860294117647059,0.80625,0.6551470588235294,0.6764705882352942,0.5459558823529411,0.6047794117647058,0.6253676470588235
0.9683823529411765,0.5790441176470589,0.9220588235294118,0.7577205882352941,0.6639705882352941,0.7176470588235294,0.6264705882352941,0.66875,0.6102941176470589
0.9584558823529412,0.725,0.8433823529411765,0.7772058823529412,0.6426470588235295,0.6639705882352941,0.6051470588235294,0.65625,0.6507352941176471
0.9650735294117647,0.7165441176470588,0.8488970588235294,0.71875,0.6154411764705883,0.7051470588235295,0.6617647058823529,0.5948529411764706,0.6573529411764706
0.9066176470588235,0.6316176470588235,0.9084558823529412,0.8147058823529412,0.5205882352941177,0.7139705882352941,0.6768382352941177,0.5977941176470588,0.7084558823529412
0.9636029411764706,0.638235294117647,0.8731617647058824,0.7974264705882353,0.549264705882353,0.6341911764705882,0.5930147058823529,0.6352941176470588,0.60625
0.9838235294117647,0.6272058823529412,0.8474264705882353,0.7477941176470588,0.40698529411764706,0.6676470588235294,0.6727941176470589,0.6139705882352942,0.6540441176470588
0.9709558823529412,0.7316176470588235,0.8459558823529412,0.7378676470588236,0.5448529411764705,0.6974264705882353,0.5375,0.6970588235294117,0.6132352941176471
0.9647058823529412,0.6808823529411765,0.7533088235294118,0.825735294117647,0.5709558823529411,0.6018382352941176,0.6194852941176471,0.6889705882352941,0.6040441176470588
0.9775735294117647,0.5797794117647059,0.8518382352941176,0.8433823529411765,0.6540441176470588,0.65,0.6397058823529411,0.6558823529411765,0.6841911764705882
0.9786764705882353,0.569485294117647,0.7713235294117647,0.71875,0.6459558823529412,0.6775735294117647,0.5558823529411765,0.6,0.5643382352941176
