"","QDS_richness","Elevation","MAP","PDQ","Surface.T","NDVI","CEC","Clay","Soil.C","pH","rough_rough_Elevation","rough_rough_MAP","rough_rough_PDQ","rough_rough_Surface.T","rough_rough_NDVI","rough_rough_CEC","rough_rough_Clay","rough_rough_Soil.C","rough_rough_pH","log_QDS_richness"
"1",45,35.8288008692666,170.253752602471,14.1355272910021,302.126004159239,29808341.6848221,13.7666140079498,8.9943274052348,66.2038360595703,24.2722670380026,9.82426724177158,6.10742087388305,3.4545306975467,0.579289764671306,2516687.4161393,1.31412560508947,5.68295102270416,8.12193046926142,15.5032476328949,3.80666248977032
"2",105,35.4197925480168,186.313208580017,13.720833029112,301.956910618048,28982675.9940087,12.76004332304,9.56999427339305,59.9061732292175,24.8591539885687,20.4644132757047,5.71656027267627,4.13430374422357,0.716991049687855,2573601.19473137,2.17070538791872,6.91159847032693,9.73502318698262,18.0632457545252,4.65396035015752
"3",139,20.5773674500657,196.916150093079,20.9679849656733,300.343053221288,21467523.4885621,11.6874284744263,0.649928733706474,64.4993362426758,1.99094960689545,6.82320588772172,1.26984749075807,5.71753709993841,1.01551238458346,3092831.86955339,1.37731266021729,2.3224689667601,3.29872767130534,6.70916111593445,4.93447393313069
"4",126,16.5977850467159,199.866085671319,12.2990284564492,301.138958605664,24983975.6944444,16.2162370284398,8.74805202722549,74.0314593315125,23.6854582262039,7.26299719301002,3.19956973768836,4.80789239037994,0.765361566725404,3900439.95113798,2.95088344585328,4.32596637460921,14.672059700098,12.684520979921,4.83628190695148
"5",21,14.4562798258645,218.309075634889,13.6870707839426,303.504706872648,22023134.2592593,17.6653977394104,10.9846498966217,66.1274417877197,39.8001641360196,5.65429629963247,4.23456892289086,1.42197427889053,0.879923364912737,2692581.08335927,4.79432204064869,3.8980992364806,18.5129330420116,17.1392582125478,3.04452243772342
"6",117,25.0760103264093,212.563763213313,10.8545285643537,301.613220467199,25008637.77687,13.3852363824844,8.57741427235305,64.3983068466187,24.7036236330867,7.72850450935292,9.92090136708777,2.58119006329577,1.00305644255301,3907613.55655296,2.04497062452729,4.09614609840182,12.7034090809406,11.706893066313,4.76217393479776
"7",48,32.0646668242061,234.225586802165,18.6338753699272,303.516238198983,22177817.6742918,14.4177663543008,10.4955992531776,59.6247338381681,33.8022527289391,8.85261662030221,9.00003561293049,4.36591216251618,0.978539222980842,2677375.7657152,3.84489957089032,3.34526299356483,12.1030521934339,11.4566473561661,3.87120101090789
"8",87,9.53543880970556,226.762195897985,24.9276131336336,303.186606273228,22687009.6801347,22.6135039329529,2.74042035598794,62.6391292572021,10.2337043609308,7.42768048517907,4.73495206643384,7.23831239492469,0.694576711948392,2535650.23877115,13.7761796598775,2.44645484758035,26.0828148168231,9.57033348693483,4.46590811865458
"9",235,32.1280330657541,242.034436822635,12.7815632542478,302.081005188625,27478685.1851851,12.8547479510307,9.61182803999294,57.9476852416992,27.8820408040827,10.3634424197367,14.9228352539876,3.98175939659356,0.895952068124157,3292905.16607871,2.97530810435613,4.31160405618515,5.82290249637195,13.0323724449974,5.45958551414416
"10",119,17.3091996969678,240.025312127007,13.2212447813699,303.947019607843,25607178.7111309,17.5714375305176,13.7311483514309,87.5485485839844,42.3877079176903,7.1279635965353,7.24042452410205,2.62778692930449,1.01808832304527,3834492.42254772,7.49815386405067,3.34849516900877,40.9381850869315,10.0689567658636,4.77912349311153
