region,dgc,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,PC1,PC2
SWAFR,E115S29,0.4660609413802962,0.38156055339702544,-0.2888237228949726,0.2957495324264045,0.05886772942186149,-0.5002270404273863,0.5201157316602635,-0.4081603250141173,0.2564925343465802,0.325425598838978,-0.26031169437957535
SWAFR,E115S30,0.4770512139602164,0.18567711794837163,-0.3625015015949129,0.23574759379148,-0.11825309108967212,1.220317204574048,1.1284427502591174,0.5131321541073729,0.14800849375041827,0.6477136379282181,0.53238231364075
SWAFR,E116S28,-1.153346966390211,-0.7153324097002594,-0.7099857253992232,-0.8151614075520657,-1.1639914684272077,0.07225590841868144,-0.9793703670036076,5.829791578842606e-4,-0.6174983165131821,-2.032695455941202,-0.2762305339950956
SWAFR,E116S29,-1.5366581786537337,-0.7850915649119508,-0.8060850504476393,-0.2287174054727665,-1.4692117798283342,0.037363423435423385,-2.005400975949212,-0.7737755510728822,-0.5456637126808125,-2.5590885174137417,0.05545012144757809
SWAFR,E116S30,-0.7278045365292877,0.12836252921365618,-0.5588884015844338,-0.6027810001282639,0.20107723370155212,-2.565787111798843,0.13333481693026236,-1.4180787162573563,0.19682166095582287,-1.0056866463337106,-2.0543006506978667
SWAFR,E116S31,-0.6671257784726056,1.1282077314935575,-0.8790821356994891,0.7777568797388958,0.69850021762317,-2.582345976659726,0.6371028128004232,0.6846305611661341,0.5812253270914066,1.0710688855659685,-2.7993040546476613
SWAFR,E116S32,-0.5022163592660313,1.48829338406027,-0.7868910316532952,1.354912804279476,0.9780061074577331,0.2967685287513977,0.6304074110189859,1.2335895604743703,0.4749493590700633,1.933796437114809,-1.0878579244853455
SWAFR,E116S33,-1.0142053391598242,1.136271778471389,-0.43439936786074546,1.3486706799151795,0.8331404481865536,0.6426771380252198,1.0649932007433391,1.017083275516685,0.40189816586888305,1.7306003317444119,-0.9463081392002921
SWAFR,E116S34,0.2735907968956439,1.4017387142525746,0.5671737028412152,1.217576710610858,0.8690253703490692,0.7467444704306953,0.25119475812919345,2.1127879102010563,0.5527225080174081,2.741988148577213,-0.08161284352677989
SWAFR,E117S30,-0.8003711199442114,-1.2195019439125807,-0.4197117307039975,-0.5140501183096733,-1.769910726127483,-1.379431105505337,-0.3368010200895641,-0.7858613093042851,-2.4677325752579495,-3.2257563522464396,-0.49657436722740517
SWAFR,E117S31,-0.9257690283569733,-0.7699598339514344,-1.6809209763068467,-1.5027439082746308,-0.7350335098797205,-1.6025281206734123,0.12531131691528688,-1.3541314849857649,-0.6191835016245109,-2.780793741568519,-1.6390735181432532
SWAFR,E117S32,-0.7853970772118664,-0.10500513562721148,-1.6313683698851158,-0.7052601101934491,-0.3000102234959423,0.5919553935139114,0.8242865091466043,-0.2663950801630253,-0.33615653971683473,-1.1987085514467197,-0.7228078264040552
SWAFR,E117S33,-2.1591657679406255,0.17298105529769017,-0.6041453186978459,-1.0200107211191545,0.12071579825635936,-0.19704811338957737,1.272012291471638,0.37814121181891386,-0.14378138247922767,-0.624424754050816,-2.0644363015751357
SWAFR,E117S34,0.266969130095379,1.313165632324072,1.3124513534521556,1.4914362103784196,1.5014954854431837,0.26280218178968773,0.10451247338116595,1.3219768116911486,1.2006882189094252,3.2485603313383304,0.003453597563619029
SWAFR,E118S31,-0.4779291111013881,-1.055729540266999,-0.08472440655926781,-0.4568480540249159,-1.254200488468502,-0.023444530317859803,-0.48453030370781164,-1.137822423356464,-2.076747295320317,-2.657276329504462,0.5614262925038752
SWAFR,E118S32,-0.9142303306106829,-1.5773902717987993,-0.059499074169051244,-0.28911873002353206,-2.3206863610926303,0.9945461933243229,-0.08208926264859148,-1.5659224155595477,-0.799010055800749,-2.823759003218431,1.3230427663146995
SWAFR,E118S33,-1.5402646421729875,-0.6866616941191698,0.5008571883298772,-1.488785404785399,-0.3850385342175119,-0.29803579260704705,0.7192282194809725,0.25374517195394586,-1.1089367120343567,-1.4124972786463046,-1.0333303183387723
SWAFR,E119S32,-0.6612300653449082,-2.1821782306976605,-0.43132456711288175,-0.8296836431403029,-0.04707482099786591,1.3389542512512955,0.05152069966630417,-0.6115042720760311,-0.06301040434804989,-1.6443159625553945,1.0031719856375731
SWAFR,E119S33,0.2228474122731464,-0.35455558415560057,0.33242223352974914,-0.6844499789313441,0.5132155313913078,-0.7730453302674928,-1.2207599213412765,0.7255176168008588,0.23147302520835178,0.06622509779948328,-0.25504853994110616
SWAFR,E120S33,0.5845082955251034,0.009404179187795675,-0.4983302716166277,-1.4964908207695888,-0.12163613889444393,-0.5407200135981304,-1.1159837789659675,-0.07459525295920172,-0.6555237038965674,-1.2048839698220006,-0.20019064924384308
SWAFR,E121S33,0.23366856630297195,0.5217126128754807,-0.7415535936824004,-1.074714295947281,0.17741764903100526,-0.49025685750858733,-1.1164299563952262,-0.13856659464027754,-0.395214694713506,-0.7921343114933166,-0.5475140037827356
SWAFR,E122S33,0.10817200769279116,0.40680957996481165,-0.5360525767374047,-0.6823508940805254,-0.009612508473602004,-0.31039464717347304,-2.6579079551344105,-0.8020418192342256,-1.0471237031701794,-1.5562694710101366,0.19949588174085245
